209.298630701 ,
209.567273194 ,
209.816859416 ,
209.317885759 ,
208.881820639 ,
210.780884698 ,
210.799571488 ,
208.881820639 ,
209.109570974 ,
208.819172636 ,
209.131765545 ,
211.290930047 ,
209.309702394 ,
209.547440552 ,
210.33639961 ,
210.573007024 ,
210.074033368 ,
211.540508389 ,
208.567569197 ,
210.032229644 ,
209.608533598 ,
209.049775076 ,
209.587413765 ,
209.558731143 ,
243.254255355 ,
208.800290983 ,
210.27643566 ,
210.284048358 ,
209.068907353 ,
209.04159171 ,
209.35086614 ,
209.299623325 ,
211.50560197 ,
212.007793715 ,
210.795807154 ,
208.876635229 ,
210.546490219 ,
212.522775642 ,
242.753682854 ,
212.326852484 ,
211.76483904 ,
211.265019899 ,
212.311893995 ,
210.049740302 ,
62.4586532856 ,
69.0010493479 ,
85.2983406888 ,
58.15569305 ,
114.703361645 ,
212.346889088 ,
212.789236028 ,
211.276218566 ,
209.596169564 ,
210.523738253 ,
211.257834617 ,
210.546490219 ,
209.819566306 ,
209.814246653 ,
212.054075697 ,
212.562126511 ,
210.803203762 ,
212.290054619 ,
210.829513284 ,
210.890846432 ,
