123.08353775 ,
123.596216604 ,
141.330460364 ,
123.581931862 ,
124.078446679 ,
124.268943178 ,
123.831516829 ,
140.827782952 ,
124.567922604 ,
124.101761307 ,
141.077582355 ,
94.5775823552 ,
93.5939046437 ,
94.5846585589 ,
94.3350868248 ,
94.3350868248 ,
94.0849492376 ,
123.585122251 ,
124.081693221 ,
140.093884353 ,
124.331258627 ,
124.097402746 ,
123.831278918 ,
124.331258627 ,
124.331258627 ,
124.581354279 ,
124.328410837 ,
124.335853408 ,
124.081693221 ,
123.846176395 ,
124.331406629 ,
124.350200975 ,
123.85540666 ,
124.361669786 ,
124.611120133 ,
123.872955735 ,
124.611630288 ,
124.361669786 ,
124.361669786 ,
124.379218861 ,
123.85540666 ,
124.129906999 ,
124.34596026 ,
124.379218861 ,
124.361669786 ,
124.595920762 ,
124.34596026 ,
124.612082397 ,
125.087659308 ,
124.084375259 ,
124.585698297 ,
124.096067533 ,
140.827937781 ,
124.129906999 ,
125.13882538 ,
124.331414637 ,
124.347518547 ,
125.06176 ,
125.091387953 ,
124.331809022 ,
125.091387953 ,
124.346989686 ,
123.848116585 ,
124.591977103 ,
124.825853844 ,
124.83131407 ,
125.101207932 ,
124.841448311 ,
124.83131407 ,
124.331414637 ,
124.597458189 ,
124.59146766 ,
124.347009104 ,
124.575873193 ,
124.825853844 ,
123.861308555 ,
124.086573954 ,
124.092574596 ,
124.591711736 ,
124.835270031 ,
124.585280085 ,
123.589717032 ,
123.356004698 ,
123.589737344 ,
123.339758723 ,
123.346190373 ,
123.847620008 ,
141.077164143 ,
124.828619577 ,
123.834687657 ,
124.331414637 ,
124.087955149 ,
141.843231348 ,
93.8273322584 ,
125.076311883 ,
141.327756397 ,
123.58934369 ,
141.327911197 ,
94.8345006808 ,
124.345912422 ,
124.838733525 ,
123.339758723 ,
124.075974491 ,
124.562421028 ,
124.837698805 ,
123.847599696 ,
124.338310036 ,
