0,62.279427
1,85.79948329
2,99.78538264
3,85.55134527
4,99.53547032
5,64.28442259
6,85.05598285
7,99.78769042
8,64.04599131
9,65.78577216
10,85.29925482
11,99.77613731
12,64.04105817
13,64.29264165
14,64.55113926
15,64.54031369
16,85.05111156
17,86.54237615
18,85.31152787
19,100.7761373
20,64.79106361
21,63.54567875
22,84.82103345
23,100.5277606
24,85.31142269
25,85.30109075
26,85.07101264
27,85.30108579
28,85.79299584
29,100.7761373
30,65.28420973
31,84.81428512
32,85.30933863
33,84.79980211
34,85.05975474
35,99.78296439
36,64.29278472
37,64.52798785
38,64.28456566
39,63.53497216
40,84.30623881
41,99.533574
42,64.77807325
43,64.54582052
44,63.80429805
45,64.80754628
46,85.0516031
47,85.04995527
48,84.56003908
49,84.80635935
50,99.77897791
51,86.05112493
52,84.07633313
53,99.53060121
54,64.82453225
55,84.81428016
56,84.80798488
57,99.04411766
58,85.31401283
59,85.04957365
60,85.29971672
61,99.53546804
62,85.30771361
63,85.30955228
64,85.56960288
65,99.28076833
66,85.30778775
67,84.32232947
68,100.0304927
69,84.57747017
70,84.55121335
71,99.77897791
72,64.04599131
73,85.54948329
74,85.04956869
75,85.04956869
76,99.53546804
77,84.55142542
78,99.78030643
79,85.30136455
80,83.8022944
81,84.05190782
82,100.5361454
83,63.32562134
84,83.83383794
85,86.32778464
86,85.80119595
87,84.06011646
88,84.32649556
89,99.54622368
90,85.29971672
91,84.55027409
92,100.0352972
93,85.81300492
94,85.80889445
95,85.79660751
96,85.05176155
97,46.02657327
98,84.80183653
99,100.0263443
100,85.54203269
101,86.06174814
102,85.30604271
103,85.79660751
104,84.80155777
105,100.5421982
106,85.82767845
107,85.54620084
108,100.2814059
109,85.57247458
110,86.05102644
111,85.79436491
112,85.79457309
113,99.8075643
114,85.82141451
115,84.29358578
116,68.84408285
117,67.12264971
118,9.902243636
119,4.564794879
120,15.72841247
121,12.00241509
122,5.455022954
123,44.92891633
124,45.37935796
125,46.83630659
126,83.80116056
127,99.03113397
128,64.03030617
129,62.79689196
130,64.54122914
131,85.05961607
132,84.53531762
133,63.27334918
134,64.26235126
135,64.30020999
136,84.72897406
137,18.57748607
138,12.56825538
139,12.19492238
140,84.53544233
141,43.28203163
142,54.76587261
143,43.03757075
144,84.80169078
145,84.82853689
146,64.63011431
147,83.81503467
148,99.05062194
149,64.04112448
150,63.79607898
151,64.29590591
152,65.28418944
153,63.77997656
154,63.82968291
155,64.82474044
156,85.54478675
157,98.28592101
158,64.54115366
159,64.6301817
160,64.32491815
161,65.12349644
162,62.03519407
163,85.57580113
164,85.04525872
165,86.33382126
166,85.54479683
167,77.14127273
168,84.80168565
169,85.03523763
170,86.09533468
171,100.5263455
172,84.83876194
173,99.55236405
174,64.27307765
175,64.77305788
176,85.79051607
177,100.0230777
178,85.28990444
179,85.05145223
180,85.29502529
181,84.30179547
182,85.05145223
183,85.86623541
184,100.7763236
185,85.54478675
186,85.32154528
187,100.2741281
188,85.55686921
189,85.29502017
190,54.52072393
191,96.02309794
192,64.52307765
193,83.55908108
194,55.51578961
195,98.52307765
196,85.29502529
197,77.82176375
198,64.02331108
199,84.32290009
200,99.2809761
201,65.12351622
202,64.28715737
203,64.27813807
204,85.32219251
205,84.29602502
206,100.7733111
207,64.03763976
208,85.28904299
209,84.30059864
210,84.79554262
211,49.99065741
212,41.07723701
213,84.91303391
214,66.66999016
215,66.66999016
216,66.66999016
217,66.66999016
218,66.66999016
219,66.66999016
220,4.468472552
221,10.12914985
222,85.18328977
223,79.37008768
224,62.04771054
225,64.1291615
226,41.01192892
227,64.7933542
228,61.59005261
229,61.5629927
230,64.23276153
231,61.84880062
232,105.3400741
233,85.36952858
234,83.55706782
235,84.93523408
236,85.18575364
237,47.6391537
238,62.80698021
239,65.62328775
240,64.01192655
241,64.52361208
242,43.28592844
243,85.5511549
244,46.52356941
245,75.54077351
246,64.27735505
247,64.30034038
248,84.78177844
249,42.56598276
250,94.59419353
251,84.57870573
252,77.56371318
253,85.84878021
254,84.54576089
255,85.03548339
256,84.82192757
257,85.29288277
258,84.80018869
259,85.57647492
260,85.78488861
261,84.79995014
262,84.29578117
263,85.29216772
264,99.29025075
265,85.80119595
266,85.5461964
267,85.55106551
268,85.30145427
269,85.05197039
270,84.91464444
271,84.54554262
272,86.04156071
273,84.82124111
274,85.79940008
275,99.54610662
