109.05232199 ,
108.77762401 ,
107.559681724 ,
123.541729626 ,
109.298314091 ,
123.536196684 ,
108.281495792 ,
123.039071517 ,
108.284135544 ,
123.773228108 ,
82.5330374383 ,
82.5482567025 ,
108.300268578 ,
125.029404232 ,
108.793092032 ,
124.044851847 ,
107.537918153 ,
107.783637668 ,
84.030936775 ,
109.794016084 ,
108.538465857 ,
123.03923468 ,
107.534331059 ,
123.326212408 ,
81.8374650209 ,
83.2732644956 ,
108.287699041 ,
109.055779616 ,
108.792642092 ,
123.54167426 ,
108.546604721 ,
123.537430039 ,
108.542843868 ,
108.543012284 ,
124.039263729 ,
82.7760366434 ,
83.5231197569 ,
83.7732040784 ,
108.543210744 ,
83.5422478474 ,
109.040365653 ,
109.058507168 ,
122.580338383 ,
109.786619568 ,
108.287634002 ,
108.543147847 ,
107.54186411 ,
124.525944525 ,
108.54265399 ,
108.527624126 ,
123.051560934 ,
108.980235985 ,
110.03323413 ,
123.572361849 ,
106.78853535 ,
107.798462266 ,
108.527661483 ,
108.815399477 ,
110.570793893 ,
109.684569786 ,
92.2966306319 ,
83.5327209595 ,
107.538151301 ,
109.314588485 ,
124.523825966 ,
108.732026262 ,
108.798662358 ,
82.0485157231 ,
107.533790706 ,
103.04416527 ,
82.8538261314 ,
81.8019855194 ,
109.523890562 ,
109.024418476 ,
121.802270414 ,
109.523731272 ,
108.531336542 ,
108.04701081 ,
108.292855765 ,
109.694177979 ,
108.296603991 ,
124.275956658 ,
83.2731318896 ,
108.537489263 ,
124.279487365 ,
109.53282978 ,
124.026274089 ,
108.80037553 ,
123.789408468 ,
83.2827704497 ,
80.3436551196 ,
83.1273785946 ,
108.67198513 ,
81.1142574116 ,
131.91594095 ,
108.805597293 ,
108.287623612 ,
109.277393394 ,
108.784065692 ,
24.1705320925 ,
107.793461722 ,
107.387962634 ,
107.527948855 ,
123.789214477 ,
82.57675701 ,
83.2732281082 ,
108.808544641 ,
